station_id,level,sort_order,exercise_id,dose,primary_pillar,secondary_pillar,load,list,where_setting,best_with
airbike,Foundation,15,EX0061,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
airbike,Foundation,16,EX0087,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
airbike,Foundation,17,EX0081,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
airbike,Foundation,18,EX0010,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
airbike,Foundation,19,EX0156,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
airbike,Foundation,20,EX0178,5 min easy,Fatigue Management,,Low,Core list,Gym,Solo OK
airbike,Foundation,21,EX0130,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
airbike,Foundation,22,EX0179,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
airbike,Foundation,23,EX0021,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
airbike,Foundation,24,EX0026,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
airbike,Foundation,25,EX0080,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
airbike,Development,1,EX0180,"10 × 15 cal, 1 min rest",Threshold,,High,Core list,Gym,Solo OK
airbike,Development,2,EX0181,30 s on / 90 s off × 8,Threshold,,High,Core list,Gym,Group-friendly
airbike,Development,3,EX0182,2 blocks,Threshold,,High,Core list,Gym,Solo OK
airbike,Development,4,EX0183,5 × 3 min,Threshold,,High,Core list,Gym,Solo OK
airbike,Development,5,EX0184,20 min,Aerobic Engine,,Moderate,Core list,Gym,Solo OK
airbike,Development,6,EX0185,5-10-15-20-15-10-5 cal,Threshold,,High,Core list,Gym,Solo OK
airbike,Development,7,EX0186,6 × 10 s all-out,Threshold,Balanced Athleticism,High,Core list,Gym,Solo OK
airbike,Development,8,EX0187,12 cal × 10,Threshold,Durability,High,Core list,Gym,Solo OK
airbike,Development,9,EX0188,,Threshold,Durability,High,Core list,Gym,Solo OK
airbike,Development,10,EX0189,,Durability,Threshold,High,Core list,Gym,Group-friendly
airbike,Development,11,EX0190,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
airbike,Development,12,EX0191,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
airbike,Development,13,EX0143,,Balanced Athleticism,,High,Core list,Gym,Solo OK
airbike,Development,14,EX0016,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
airbike,Development,15,EX0131,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
airbike,Development,16,EX0077,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
airbike,Development,17,EX0192,3 × 5 min,Threshold,Aerobic Engine,Moderate,Core list,Gym,Solo OK
airbike,Development,18,EX0193,40 s on / 20 s off × 10,Threshold,,High,Core list,Gym,Group-friendly
airbike,Development,19,EX0194,2 min air bike + 400 m run × 4,Fatigue Management,Threshold,High,Core list,Gym,Group-friendly
airbike,Development,20,EX0195,Heavy,Balanced Athleticism,Durability,High,Core list,Gym,Solo OK
airbike,Development,21,EX0196,,Balanced Athleticism,Durability,Moderate,Added,Home or gym,Solo OK
airbike,Development,22,EX0197,,Durability,Threshold,Moderate,Added,Home or gym,Solo OK
airbike,Development,23,EX0198,,Balanced Athleticism,,Moderate,Added,Gym,Solo OK
airbike,Development,24,EX0199,,Durability,Balanced Athleticism,Moderate,Added,Gym,Solo OK
airbike,Development,25,EX0038,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
push,Foundation,1,EX0122,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
push,Foundation,2,EX0200,Sled posture,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
push,Foundation,3,EX0021,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
push,Foundation,4,EX0137,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
push,Foundation,5,EX0029,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
push,Foundation,6,EX0201,Body-angle focus,Economy,,Low,Core list,Gym,Solo OK
push,Foundation,7,EX0202,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
push,Foundation,8,EX0022,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
push,Foundation,9,EX0175,Arm lockout focus,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
push,Foundation,10,EX0028,Knee-to-wall,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
push,Foundation,11,EX0156,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
push,Foundation,12,EX0203,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
push,Foundation,13,EX0204,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
push,Foundation,14,EX0179,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
push,Foundation,15,EX0205,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
push,Foundation,16,EX0052,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
push,Foundation,17,EX0195,"4 × 20 m light, technique",Economy,Balanced Athleticism,Low,Core list,Gym,Solo OK
push,Foundation,18,EX0005,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
push,Foundation,19,EX0152,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
push,Foundation,20,EX0206,Forward,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
push,Foundation,21,EX0130,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
push,Foundation,22,EX0006,Bodyweight,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
push,Foundation,23,EX0008,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
push,Foundation,24,EX0024,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
push,Foundation,25,EX0015,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
push,Foundation,26,EX0010,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
push,Foundation,27,EX0080,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
push,Foundation,28,EX0023,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
push,Foundation,29,EX0207,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
push,Foundation,30,EX0208,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
push,Development,1,EX0144,4–6 reps,Balanced Athleticism,,High,Core list,Gym,Solo OK
push,Development,2,EX0047,,Balanced Athleticism,,High,Core list,Gym,Solo OK
push,Development,3,EX0038,Heavy,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
push,Development,4,EX0049,"Heavy, 10–15 m",Balanced Athleticism,Economy,High,Core list,Gym,Solo OK
push,Development,5,EX0056,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
push,Development,6,EX0195,6 × 25 m intervals,Durability,Threshold,High,Core list,Gym,Group-friendly
push,Development,7,EX0016,Weighted,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
push,Development,8,EX0209,,Balanced Athleticism,Economy,High,Core list,Gym,Solo OK
push,Development,9,EX0022,Heavy box,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
push,Development,10,EX0210,"Sled posture, 30 s",Balanced Athleticism,Economy,Moderate,Core list,Home or gym,Solo OK
push,Development,11,EX0143,,Balanced Athleticism,,High,Core list,Gym,Solo OK
push,Development,12,EX0211,,Balanced Athleticism,,High,Core list,Gym,Solo OK
push,Development,13,EX0195,3 × 50 m moderate,Durability,Balanced Athleticism,Moderate,Core list,Gym,Solo OK
push,Development,14,EX0166,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
push,Development,15,EX0052,Heavy,Balanced Athleticism,,High,Core list,Gym,Solo OK
push,Development,16,EX0212,Heavy 10 m push + light 20 m sprint,Balanced Athleticism,Economy,High,Core list,Gym,Solo OK
push,Development,17,EX0053,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
push,Development,18,EX0137,20–30 reps,Durability,Balanced Athleticism,Moderate,Core list,Gym,Solo OK
push,Development,19,EX0213,6 × 20 m,Economy,Balanced Athleticism,High,Core list,Outdoor or track,Solo OK
push,Development,20,EX0214,Heavy,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
push,Development,21,EX0215,Heavy,Balanced Athleticism,Durability,High,Added,Gym,Solo OK
push,Development,22,EX0216,,Balanced Athleticism,,High,Added,Gym,Solo OK
push,Development,23,EX0051,,Balanced Athleticism,,High,Added,Gym,Solo OK
push,Development,24,EX0040,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
push,Development,25,EX0217,,Balanced Athleticism,,High,Added,Gym,Solo OK
push,Development,26,EX0169,,Balanced Athleticism,,Moderate,Added,Gym,Solo OK
pull,Foundation,1,EX0093,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
pull,Foundation,2,EX0131,Single-arm,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
pull,Foundation,3,EX0094,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
pull,Foundation,4,EX0218,Light,Economy,Balanced Athleticism,Low,Core list,Gym,Solo OK
pull,Foundation,5,EX0219,Grip base,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
pull,Foundation,6,EX0008,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
pull,Foundation,7,EX0220,Athletic stance,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
pull,Foundation,8,EX0129,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
pull,Foundation,9,EX0221,Light,Balanced Athleticism,Durability,Low,Core list,Gym,Solo OK
pull,Foundation,10,EX0222,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
pull,Foundation,11,EX0223,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
pull,Foundation,12,EX0224,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
pull,Foundation,13,EX0225,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
pull,Foundation,14,EX0226,20–30 s,Balanced Athleticism,,Low,Core list,Gym,Solo OK
pull,Foundation,15,EX0227,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
pull,Foundation,16,EX0156,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
pull,Foundation,17,EX0026,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
pull,Foundation,18,EX0228,Light,Economy,Balanced Athleticism,Low,Core list,Gym,Solo OK
pull,Foundation,19,EX0229,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
pull,Foundation,20,EX0230,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
pull,Foundation,21,EX0075,,Balanced Athleticism,Economy,Low,Added,Gym,Solo OK
pull,Foundation,22,EX0081,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
pull,Foundation,23,EX0010,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
pull,Foundation,24,EX0095,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
pull,Foundation,25,EX0231,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
pull,Foundation,26,EX0082,,Economy,Balanced Athleticism,Low,Added,Home or gym,Solo OK
pull,Foundation,27,EX0083,,Balanced Athleticism,,Low,Added,Gym,Solo OK
pull,Foundation,28,EX0232,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
pull,Development,1,EX0112,,Balanced Athleticism,,High,Core list,Gym,Solo OK
pull,Development,2,EX0218,Heavy,Balanced Athleticism,Durability,High,Core list,Gym,Solo OK
pull,Development,3,EX0113,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
pull,Development,4,EX0233,,Balanced Athleticism,,High,Core list,Gym,Solo OK
pull,Development,5,EX0221,Heavy,Balanced Athleticism,Durability,High,Core list,Gym,Solo OK
pull,Development,6,EX0139,Conventional,Balanced Athleticism,,High,Core list,Gym,Solo OK
pull,Development,7,EX0115,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
pull,Development,8,EX0234,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
pull,Development,9,EX0221,6 × 25 m intervals,Durability,Threshold,High,Core list,Gym,Group-friendly
pull,Development,10,EX0235,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
pull,Development,11,EX0138,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
pull,Development,12,EX0236,,Balanced Athleticism,,High,Core list,Gym,Solo OK
pull,Development,13,EX0237,Heavy,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
pull,Development,14,EX0238,4 × 50 m moderate,Durability,Balanced Athleticism,High,Core list,Gym,Solo OK
pull,Development,15,EX0239,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
pull,Development,16,EX0218,Max distance in 60 s,Durability,Threshold,High,Core list,Gym,Solo OK
pull,Development,17,EX0240,,Balanced Athleticism,,High,Core list,Gym,Solo OK
pull,Development,18,EX0052,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
pull,Development,19,EX0241,,Durability,Balanced Athleticism,High,Core list,Gym,Solo OK
pull,Development,20,EX0242,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
pull,Development,21,EX0047,,Balanced Athleticism,,High,Added,Gym,Solo OK
pull,Development,22,EX0243,Heavy,Balanced Athleticism,Durability,High,Added,Home or gym,Solo OK
pull,Development,23,EX0091,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
pull,Development,24,EX0077,Heavy,Balanced Athleticism,,High,Added,Home or gym,Solo OK
pull,Development,25,EX0244,Heavy,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
pull,Development,26,EX0245,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
pull,Development,27,EX0075,Heavy,Balanced Athleticism,,Moderate,Added,Gym,Solo OK
pull,Development,28,EX0144,,Balanced Athleticism,,High,Added,Gym,Solo OK
farm,Foundation,1,EX0219,30–45 s,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
farm,Foundation,2,EX0243,Light,Economy,Durability,Low,Core list,Home or gym,Solo OK
farm,Foundation,3,EX0231,Single side,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,4,EX0226,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
farm,Foundation,5,EX0246,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,6,EX0244,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,7,EX0247,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,8,EX0017,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,9,EX0139,Light,Balanced Athleticism,,Low,Core list,Gym,Solo OK
farm,Foundation,10,EX0248,"Tall, short fast steps",Economy,,Low,Core list,Home or gym,Solo OK
farm,Foundation,11,EX0232,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,12,EX0249,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,13,EX0250,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,14,EX0251,Light,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,15,EX0027,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,16,EX0252,,Balanced Athleticism,Economy,Low,Core list,Home or gym,Solo OK
farm,Foundation,17,EX0253,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,18,EX0061,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,19,EX0010,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,20,EX0095,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Foundation,21,EX0076,Light,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
farm,Foundation,22,EX0008,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
farm,Foundation,23,EX0026,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
farm,Foundation,24,EX0122,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
farm,Foundation,25,EX0129,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
farm,Foundation,26,EX0082,,Economy,Balanced Athleticism,Low,Added,Home or gym,Solo OK
farm,Foundation,27,EX0131,Single-arm,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
farm,Development,1,EX0243,"Heavy, 4 × 40 m",Balanced Athleticism,Durability,High,Core list,Home or gym,Solo OK
farm,Development,2,EX0047,,Balanced Athleticism,,High,Core list,Gym,Solo OK
farm,Development,3,EX0234,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
farm,Development,4,EX0244,Heavy,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
farm,Development,5,EX0254,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
farm,Development,6,EX0243,6 × 50 m intervals,Durability,Threshold,Moderate,Core list,Home or gym,Group-friendly
farm,Development,7,EX0255,Uneven loads,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
farm,Development,8,EX0256,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
farm,Development,9,EX0257,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Development,10,EX0258,For time,Balanced Athleticism,Durability,High,Core list,Gym,Solo OK
farm,Development,11,EX0231,Heavy,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
farm,Development,12,EX0219,"Heavy, 3 × 60 s",Balanced Athleticism,Durability,High,Core list,Home or gym,Solo OK
farm,Development,13,EX0236,,Balanced Athleticism,,High,Core list,Gym,Solo OK
farm,Development,14,EX0245,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
farm,Development,15,EX0131,Heavy,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
farm,Development,16,EX0243,400 m moderate,Durability,Aerobic Engine,Moderate,Core list,Home or gym,Solo OK
farm,Development,17,EX0077,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
farm,Development,18,EX0247,Heavy,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
farm,Development,19,EX0259,Farmers + front rack + suitcase,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
farm,Development,20,EX0260,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
farm,Development,21,EX0091,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
farm,Development,22,EX0261,,Balanced Athleticism,Durability,Moderate,Added,Home or gym,Solo OK
farm,Development,23,EX0112,,Balanced Athleticism,,High,Added,Gym,Solo OK
farm,Development,24,EX0076,Heavy,Balanced Athleticism,,High,Added,Home or gym,Solo OK
farm,Development,25,EX0144,,Balanced Athleticism,,High,Added,Gym,Solo OK
farm,Development,26,EX0221,Heavy,Balanced Athleticism,Durability,High,Added,Gym,Solo OK
farm,Development,27,EX0262,,Balanced Athleticism,,High,Added,Home or gym,Solo OK
frontcarry,Foundation,1,EX0263,30 s,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,2,EX0250,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,3,EX0264,Light,Economy,Durability,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,4,EX0265,Light,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,5,EX0266,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
frontcarry,Foundation,6,EX0010,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,7,EX0095,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,8,EX0027,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,9,EX0267,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,10,EX0087,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,11,EX0268,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,12,EX0269,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
frontcarry,Foundation,13,EX0270,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,14,EX0081,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,15,EX0244,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,16,EX0271,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,17,EX0219,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,18,EX0017,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,19,EX0231,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
frontcarry,Foundation,20,EX0272,"Ribs down, walk tall",Economy,,Low,Core list,Home or gym,Solo OK
frontcarry,Foundation,21,EX0273,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
frontcarry,Foundation,22,EX0122,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
frontcarry,Foundation,23,EX0226,,Balanced Athleticism,,Low,Added,Gym,Solo OK
frontcarry,Foundation,24,EX0026,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
frontcarry,Foundation,25,EX0274,Lockout drill,Economy,Balanced Athleticism,Low,Added,Home or gym,Solo OK
frontcarry,Foundation,26,EX0143,Light,Balanced Athleticism,,Low,Added,Gym,Solo OK
frontcarry,Foundation,27,EX0083,,Balanced Athleticism,,Low,Added,Gym,Solo OK
frontcarry,Foundation,28,EX0232,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
frontcarry,Development,1,EX0264,"Heavy, 4 × 60 m",Balanced Athleticism,Durability,High,Core list,Home or gym,Solo OK
frontcarry,Development,2,EX0275,"Heavy, 4 × 40 m",Balanced Athleticism,Durability,High,Core list,Home or gym,Solo OK
frontcarry,Development,3,EX0262,,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
frontcarry,Development,4,EX0276,,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
frontcarry,Development,5,EX0254,Double,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
frontcarry,Development,6,EX0277,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
frontcarry,Development,7,EX0278,3 × 45 s,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
frontcarry,Development,8,EX0269,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
frontcarry,Development,9,EX0191,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
frontcarry,Development,10,EX0143,,Balanced Athleticism,,High,Core list,Gym,Solo OK
frontcarry,Development,11,EX0270,Hold,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
frontcarry,Development,12,EX0259,Front + overhead + farmers,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
frontcarry,Development,13,EX0231,Heavy,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
frontcarry,Development,14,EX0279,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
frontcarry,Development,15,EX0280,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
frontcarry,Development,16,EX0281,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
frontcarry,Development,17,EX0080,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Development,18,EX0282,Plate on back,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
frontcarry,Development,19,EX0094,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
frontcarry,Development,20,EX0283,6 × 60 m,Durability,Threshold,Moderate,Core list,Home or gym,Solo OK
frontcarry,Development,21,EX0190,,Balanced Athleticism,Durability,Moderate,Added,Home or gym,Solo OK
frontcarry,Development,22,EX0284,,Balanced Athleticism,Economy,Moderate,Added,Home or gym,Solo OK
frontcarry,Development,23,EX0285,,Durability,Balanced Athleticism,Moderate,Added,Home or gym,Solo OK
frontcarry,Development,24,EX0286,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
frontcarry,Development,25,EX0255,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
frontcarry,Development,26,EX0257,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
frontcarry,Development,27,EX0198,,Balanced Athleticism,,Moderate,Added,Gym,Solo OK
lunge,Foundation,1,EX0006,Bodyweight,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,2,EX0021,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,3,EX0016,Bodyweight,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
lunge,Foundation,4,EX0122,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,5,EX0008,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,6,EX0022,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,7,EX0287,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,8,EX0061,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,9,EX0288,Hip flexors,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
lunge,Foundation,10,EX0289,Controlled,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
lunge,Foundation,11,EX0023,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,12,EX0290,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,13,EX0276,,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
lunge,Foundation,14,EX0291,,Balanced Athleticism,Economy,Low,Core list,Home or gym,Solo OK
lunge,Foundation,15,EX0052,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
lunge,Foundation,16,EX0024,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,17,EX0017,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,18,EX0284,"Light, technique",Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
lunge,Foundation,19,EX0025,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,20,EX0130,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
lunge,Foundation,21,EX0204,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
lunge,Foundation,22,EX0292,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
lunge,Foundation,23,EX0026,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
lunge,Foundation,24,EX0293,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
lunge,Foundation,25,EX0015,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
lunge,Foundation,26,EX0028,Knee-to-wall,Balanced Athleticism,Fatigue Management,Low,Added,Home or gym,Solo OK
lunge,Foundation,27,EX0010,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
lunge,Development,1,EX0016,"Weighted, 4 × 20",Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
lunge,Development,2,EX0038,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
lunge,Development,3,EX0143,,Balanced Athleticism,,High,Core list,Gym,Solo OK
lunge,Development,4,EX0294,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
lunge,Development,5,EX0295,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
lunge,Development,6,EX0016,3 × 50 m intervals,Durability,Threshold,Moderate,Core list,Home or gym,Group-friendly
lunge,Development,7,EX0022,Heavy,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
